# IVD_Sequences
#
# History:
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-07-02 File restored due to corruption on the server.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2014 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
3402 E0100; Adobe-Japan1; CID+13698
6A58 E0100; Adobe-Japan1; CID+1638
6A59 E0100; Adobe-Japan1; CID+5301
6A59 E0101; Moji_Joho; MJ014511
6A59 E0102; Moji_Joho; MJ014512
6A5A E0100; Hanyo-Denshi; IP6A5A
6A5A E0101; Hanyo-Denshi; TK01046460
6A5A E0102; Hanyo-Denshi; TK01046930
6A5B E0100; Adobe-Japan1; CID+14667
6A5D E0100; Hanyo-Denshi; IB2152
6A5D E0100; Moji_Joho; MJ014517
6A5D E0101; Hanyo-Denshi; IP6A5D
6A5D E0101; Moji_Joho; MJ014516
6A5E E0100; Hanyo-Denshi; IP6A5E
6A5E E0101; Hanyo-Denshi; TK01045260
6A5E E0102; Hanyo-Denshi; TK01046500
6A5F E0100; Adobe-Japan1; CID+1595
6A5F E0101; Adobe-Japan1; CID+13703
6A5F E0102; Hanyo-Denshi; JA2101
6A5F E0102; Moji_Joho; MJ014520
6A5F E0103; Hanyo-Denshi; JTB39D
6A5F E0103; Moji_Joho; MJ014521
6A61 E0100; Adobe-Japan1; CID+3235
6A61 E0101; Hanyo-Denshi; JA3843
6A61 E0101; Moji_Joho; MJ014523
6A61 E0102; Hanyo-Denshi; FT2047
6A61 E0102; Moji_Joho; MJ014524
6A62 E0100; Adobe-Japan1; CID+5300
6A64 E0100; Adobe-Japan1; CID+17862
6A66 E0100; Adobe-Japan1; CID+5302
6A66 E0101; Hanyo-Denshi; JA6085
6A66 E0101; Moji_Joho; MJ014529
6A66 E0102; Hanyo-Denshi; KS177160
6A66 E0102; Moji_Joho; MJ014530
6A67 E0100; Adobe-Japan1; CID+19468
6A67 E0101; Hanyo-Denshi; JB3718
6A67 E0101; Moji_Joho; MJ014531
6A67 E0102; Hanyo-Denshi; JTB38F
6A67 E0102; Moji_Joho; MJ014532
6A67 E0103; Hanyo-Denshi; TK01045940
6A6A E0100; Adobe-Japan1; CID+21798
6A6B E0100; Adobe-Japan1; CID+8503
6A71 E0100; Adobe-Japan1; CID+19469
6A72 E0100; Adobe-Japan1; CID+5296
6A73 E0100; Adobe-Japan1; CID+8505
6A73 E0101; Adobe-Japan1; CID+14292
6A73 E0102; Hanyo-Denshi; JB3721
6A73 E0102; Moji_Joho; MJ014545
6A73 E0103; Hanyo-Denshi; JTB39B
6A73 E0103; Moji_Joho; MJ014547
6A73 E0104; Hanyo-Denshi; IB0103
6A73 E0104; Moji_Joho; MJ014546
6A78 E0100; Adobe-Japan1; CID+5298
6A7A E0100; Adobe-Japan1; CID+17859
6A7E E0100; Adobe-Japan1; CID+8506
6A7F E0100; Adobe-Japan1; CID+1470
6A7F E0101; Hanyo-Denshi; JA1964
6A7F E0102; Hanyo-Denshi; TK01046660
6A80 E0100; Adobe-Japan1; CID+2951
6A80 E0101; Hanyo-Denshi; JA3541
6A80 E0101; Moji_Joho; MJ014554
6A80 E0102; Hanyo-Denshi; JTB3B9
6A80 E0102; Moji_Joho; MJ014555
6A80 E0103; Hanyo-Denshi; TK01046870
6A81 E0100; Adobe-Japan1; CID+21799
6A83 E0100; Adobe-Japan1; CID+14668
6A84 E0100; Adobe-Japan1; CID+5309
6A86 E0100; Adobe-Japan1; CID+21800
6A87 E0100; Adobe-Japan1; CID+21801
6A89 E0100; Adobe-Japan1; CID+14669
6A89 E0101; Hanyo-Denshi; JB3727
6A89 E0101; Moji_Joho; MJ014564
6A89 E0102; Hanyo-Denshi; JTB3AE
6A89 E0102; Moji_Joho; MJ014565
6A8B E0100; Adobe-Japan1; CID+17864
6A8D E0100; Adobe-Japan1; CID+5307
6A8D E0101; Hanyo-Denshi; JA6090
6A8D E0101; Moji_Joho; MJ014569
6A8D E0102; Hanyo-Denshi; KS178230
6A8D E0102; Moji_Joho; MJ014570
6A8E E0100; Adobe-Japan1; CID+1949
6A8E E0101; Adobe-Japan1; CID+13438
6A8E E0102; Hanyo-Denshi; JA2473
6A8E E0102; Moji_Joho; MJ014571
6A8E E0103; Hanyo-Denshi; KS178280
6A8E E0103; Moji_Joho; MJ057842
6A90 E0100; Adobe-Japan1; CID+5306
6A90 E0101; Adobe-Japan1; CID+13555
6A90 E0102; Hanyo-Denshi; JA6089
6A90 E0102; Moji_Joho; MJ014573
6A90 E0103; Hanyo-Denshi; FT1705
6A90 E0103; Moji_Joho; MJ014574
6A91 E0100; Adobe-Japan1; CID+14670
6A94 E0100; Adobe-Japan1; CID+16917
6A94 E0101; Hanyo-Denshi; JC8620
6A94 E0102; Hanyo-Denshi; TK01046720
6A94 E0103; Hanyo-Denshi; TK01046860
6A96 E0100; Hanyo-Denshi; IB0720
6A96 E0100; Moji_Joho; MJ014581
6A96 E0101; Hanyo-Denshi; IP6A96
6A96 E0101; Moji_Joho; MJ014582
6A97 E0100; Adobe-Japan1; CID+5312
6A9B E0100; Adobe-Japan1; CID+21802
6A9B E0101; Hanyo-Denshi; JB3730
6A9B E0101; Moji_Joho; MJ014588
6A9B E0102; Hanyo-Denshi; IB0721
6A9B E0102; Moji_Joho; MJ014587
6A9C E0100; Adobe-Japan1; CID+5179
6A9C E0101; Adobe-Japan1; CID+20150
6A9C E0102; Hanyo-Denshi; JA5956
6A9C E0102; Moji_Joho; MJ014590
6A9C E0103; Hanyo-Denshi; JTB3AD
6A9C E0103; Moji_Joho; MJ014592
6A9C E0104; Hanyo-Denshi; JTB398
6A9C E0104; Moji_Joho; MJ014589
6A9C E0105; Hanyo-Denshi; JTB399
6A9C E0105; Moji_Joho; MJ014591
6A9D E0100; Adobe-Japan1; CID+14671
6A9E E0100; Adobe-Japan1; CID+14672
6A9E E0101; Hanyo-Denshi; JB3732
6A9E E0102; Hanyo-Denshi; TK01046740
6A9F E0100; Adobe-Japan1; CID+14673
6AA0 E0100; Adobe-Japan1; CID+5308
6AA0 E0101; Hanyo-Denshi; JA6091
6AA0 E0101; Moji_Joho; MJ014596
6AA0 E0102; Hanyo-Denshi; KS177770S
6AA0 E0102; Moji_Joho; MJ014597
6AA1 E0100; Adobe-Japan1; CID+17866
6AA2 E0100; Adobe-Japan1; CID+5310
6AA2 E0101; Hanyo-Denshi; JA6093
6AA2 E0102; Hanyo-Denshi; TK01046200
6AA3 E0100; Adobe-Japan1; CID+5311
6AA5 E0100; Adobe-Japan1; CID+16918
6AA8 E0100; Hanyo-Denshi; IP6AA8
6AA8 E0100; Moji_Joho; MJ014605
6AA8 E0101; Hanyo-Denshi; KS177210
6AA8 E0101; Moji_Joho; MJ057832
6AAA E0100; Adobe-Japan1; CID+5323
6AAB E0100; Adobe-Japan1; CID+17868
6AAC E0100; Adobe-Japan1; CID+5319
6AAC E0101; Hanyo-Denshi; JA6108
6AAC E0101; Moji_Joho; MJ014608
6AAC E0102; Hanyo-Denshi; KS178310
6AAC E0102; Moji_Joho; MJ014609
6AAC E0103; Hanyo-Denshi; FT2261
6AAC E0103; Moji_Joho; MJ014610
6AAC E0104; Moji_Joho; MJ014611
6AAE E0100; Adobe-Japan1; CID+5200
6AAF E0100; Adobe-Japan1; CID+19470
6AB0 E0100; Adobe-Japan1; CID+21803
6AB1 E0100; Adobe-Japan1; CID+21804
6AB3 E0100; Adobe-Japan1; CID+5318
6AB3 E0101; Hanyo-Denshi; JA6107
6AB3 E0101; Moji_Joho; MJ014618
6AB3 E0102; Hanyo-Denshi; FT2260S
6AB3 E0102; Moji_Joho; MJ014620
6AB3 E0103; Moji_Joho; MJ014619
6AB4 E0100; Adobe-Japan1; CID+21805
6AB4 E0101; Hanyo-Denshi; JB3739
6AB4 E0101; Moji_Joho; MJ014621
6AB4 E0102; Hanyo-Denshi; KS178540
6AB4 E0102; Moji_Joho; MJ014622
6AB8 E0100; Adobe-Japan1; CID+5317
6AB8 E0101; Hanyo-Denshi; JA6106
6AB8 E0101; Moji_Joho; MJ014626
6AB8 E0102; Hanyo-Denshi; FT2259
6AB8 E0102; Moji_Joho; MJ014627
6ABB E0100; Adobe-Japan1; CID+5314
6ABC E0100; Hanyo-Denshi; IP6ABC
6ABC E0101; Hanyo-Denshi; TK01046840
6ABD E0100; Adobe-Japan1; CID+17869
6ABE E0100; Adobe-Japan1; CID+21806
6ABF E0100; Adobe-Japan1; CID+21807
6AC1 E0100; Adobe-Japan1; CID+5291
6AC2 E0100; Adobe-Japan1; CID+5316
6AC2 E0101; Hanyo-Denshi; JA6105
6AC2 E0101; Moji_Joho; MJ014638
6AC2 E0102; Hanyo-Denshi; FT2258
6AC2 E0102; Moji_Joho; MJ014639
6AC3 E0100; Adobe-Japan1; CID+5315
6AC6 E0100; Adobe-Japan1; CID+17870
6AC8 E0100; Adobe-Japan1; CID+19471
6AC9 E0100; Adobe-Japan1; CID+19472
6ACC E0100; Adobe-Japan1; CID+21808
6ACE E0100; Hanyo-Denshi; IP6ACE
6ACE E0100; Moji_Joho; MJ014651
6ACE E0101; Hanyo-Denshi; JTB3B7
6ACE E0101; Moji_Joho; MJ014652
6AD0 E0100; Adobe-Japan1; CID+17872
6AD1 E0100; Adobe-Japan1; CID+5321
6AD3 E0100; Adobe-Japan1; CID+4044
6AD4 E0100; Adobe-Japan1; CID+17871
6AD4 E0101; Hanyo-Denshi; JB3748
6AD4 E0101; Moji_Joho; MJ014658
6AD4 E0102; Hanyo-Denshi; KS179330
6AD4 E0102; Moji_Joho; MJ014659
6AD4 E0103; Hanyo-Denshi; JTB3BA
6AD4 E0103; Moji_Joho; MJ014660
6AD4 E0104; Hanyo-Denshi; TK01046890
6AD4 E0105; Hanyo-Denshi; TK01046920
6AD5 E0100; Adobe-Japan1; CID+21809
6AD6 E0100; Adobe-Japan1; CID+21810
6AD6 E0101; Hanyo-Denshi; JB3750
6AD6 E0102; Hanyo-Denshi; TK01047070
6ADA E0100; Adobe-Japan1; CID+5324
6ADB E0100; Adobe-Japan1; CID+7665
6ADB E0101; Adobe-Japan1; CID+1779
6ADB E0102; Adobe-Japan1; CID+13737
6ADB E0103; Hanyo-Denshi; JA2291
6ADB E0103; Moji_Joho; MJ014669
6ADB E0104; Hanyo-Denshi; FT1781
6ADB E0104; Moji_Joho; MJ014671
6ADB E0105; Hanyo-Denshi; KS179480
6ADB E0105; Moji_Joho; MJ014670
6ADB E0106; Hanyo-Denshi; JTB3BB
6ADB E0106; Moji_Joho; MJ014672
6ADC E0100; Adobe-Japan1; CID+14674
6ADC E0101; Hanyo-Denshi; JB3751
6ADC E0101; Moji_Joho; MJ014673
6ADC E0102; Hanyo-Denshi; IB2168
6ADC E0102; Moji_Joho; MJ014674
6ADD E0100; Adobe-Japan1; CID+17873
6ADD E0101; Hanyo-Denshi; JB3752
6ADD E0101; Moji_Joho; MJ014675
6ADD E0102; Hanyo-Denshi; JTB3C9
6ADD E0102; Moji_Joho; MJ014676
6ADE E0100; Adobe-Japan1; CID+5320
6ADE E0101; Hanyo-Denshi; JA6109
6ADE E0101; Moji_Joho; MJ014677
6ADE E0102; Hanyo-Denshi; FT2262
6ADE E0102; Moji_Joho; MJ014680
6ADE E0103; Moji_Joho; MJ014678
6ADE E0104; Moji_Joho; MJ014679
6ADF E0100; Adobe-Japan1; CID+5322
6AE2 E0100; Adobe-Japan1; CID+8507
6AE4 E0100; Adobe-Japan1; CID+8508
6AE4 E0101; Hanyo-Denshi; JB3753
6AE4 E0101; Moji_Joho; MJ014686
6AE4 E0102; Hanyo-Denshi; JTB3CB
6AE4 E0102; Moji_Joho; MJ014687
6AE7 E0100; Adobe-Japan1; CID+14675
6AE8 E0100; Adobe-Japan1; CID+3387
6AEA E0100; Adobe-Japan1; CID+5325
6AEC E0100; Adobe-Japan1; CID+14676
6AF0 E0100; Adobe-Japan1; CID+21811
6AF1 E0100; Adobe-Japan1; CID+17876
6AF2 E0100; Adobe-Japan1; CID+17877
6AF3 E0100; Adobe-Japan1; CID+17878
6AF3 E0101; Moji_Joho; MJ014701
6AF3 E0102; Moji_Joho; MJ014702
6AF8 E0100; Adobe-Japan1; CID+20152
6AFA E0100; Adobe-Japan1; CID+5329
6AFB E0100; Adobe-Japan1; CID+5326
6AFC E0100; Adobe-Japan1; CID+21812
6AFD E0100; Adobe-Japan1; CID+17879
6B02 E0100; Adobe-Japan1; CID+21813
6B02 E0101; Hanyo-Denshi; JB3761
6B02 E0101; Moji_Joho; MJ014713
6B02 E0102; Hanyo-Denshi; KS180560
6B02 E0102; Moji_Joho; MJ014714
6B03 E0100; Adobe-Japan1; CID+19473
6B04 E0100; Adobe-Japan1; CID+13392
6B04 E0101; Adobe-Japan1; CID+3933
6B04 E0102; Hanyo-Denshi; JA4583
6B04 E0103; Hanyo-Denshi; JC8627
6B05 E0100; Adobe-Japan1; CID+5327
6B06 E0100; Adobe-Japan1; CID+21814
6B07 E0100; Adobe-Japan1; CID+21815
6B07 E0101; Moji_Joho; MJ014719
6B07 E0102; Moji_Joho; MJ014720
6B09 E0100; Adobe-Japan1; CID+21816
6B0A E0100; Adobe-Japan1; CID+5279
6B0A E0101; Hanyo-Denshi; JA6062
6B0A E0101; Moji_Joho; MJ014723
6B0A E0102; Hanyo-Denshi; KS180840
6B0A E0102; Moji_Joho; MJ014724
6B0A E0103; Hanyo-Denshi; JTB3CA
6B0A E0103; Moji_Joho; MJ059750
6B0B E0100; Adobe-Japan1; CID+17881
6B0F E0100; Adobe-Japan1; CID+17882
6B10 E0100; Adobe-Japan1; CID+17883
6B11 E0100; Adobe-Japan1; CID+17884
6B12 E0100; Adobe-Japan1; CID+5330
6B13 E0100; Hanyo-Denshi; IP6B13
6B13 E0101; Hanyo-Denshi; TK01047230
6B16 E0100; Adobe-Japan1; CID+5331
6B17 E0100; Adobe-Japan1; CID+17886
6B17 E0101; Hanyo-Denshi; JB3769
6B17 E0101; Moji_Joho; MJ014734
6B17 E0102; Hanyo-Denshi; KS181340
6B17 E0102; Moji_Joho; MJ014735
6B17 E0103; Hanyo-Denshi; TK01047240
6B1B E0100; Adobe-Japan1; CID+16920
6B1D E0100; Adobe-Japan1; CID+1239
6B1D E0101; Adobe-Japan1; CID+7639
6B1D E0102; Hanyo-Denshi; JA1721
6B1D E0102; Moji_Joho; MJ014742
6B1D E0103; Hanyo-Denshi; FT1757
6B1D E0103; Moji_Joho; MJ014743
6B1E E0100; Adobe-Japan1; CID+14677
6B1F E0100; Adobe-Japan1; CID+5333
6B1F E0101; Hanyo-Denshi; JA6122
6B1F E0101; Moji_Joho; MJ014745
6B1F E0102; Hanyo-Denshi; KS181580S
6B1F E0102; Moji_Joho; MJ014746
6B20 E0100; Adobe-Japan1; CID+1853
6B21 E0100; Adobe-Japan1; CID+2253
6B21 E0101; Adobe-Japan1; CID+13799
6B21 E0102; Adobe-Japan1; CID+13800
6B21 E0103; Hanyo-Denshi; JA2801
6B21 E0103; Moji_Joho; MJ014749
6B21 E0104; Hanyo-Denshi; KS181650
6B21 E0104; Moji_Joho; MJ014748
6B23 E0100; Adobe-Japan1; CID+1741
6B24 E0100; Adobe-Japan1; CID+14678
6B24 E0101; Adobe-Japan1; CID+15394
6B24 E0102; Hanyo-Denshi; JB3772
6B24 E0102; Moji_Joho; MJ014751
6B24 E0103; Hanyo-Denshi; KS181770S
6B24 E0103; Moji_Joho; MJ057876
6B24 E0104; Hanyo-Denshi; TK01047250
6B27 E0100; Adobe-Japan1; CID+1316
6B28 E0100; Adobe-Japan1; CID+21817
6B2B E0100; Adobe-Japan1; CID+21818
6B2C E0100; Adobe-Japan1; CID+16921
6B2C E0101; Hanyo-Denshi; JB3775
6B2C E0101; Moji_Joho; MJ014760
6B2C E0102; Hanyo-Denshi; KS182550
6B2C E0102; Moji_Joho; MJ014761
6B2E E0100; Moji_Joho; MJ014763
6B2E E0101; Moji_Joho; MJ057877
6B2F E0100; Adobe-Japan1; CID+17888
6B32 E0100; Adobe-Japan1; CID+3913
6B35 E0100; Adobe-Japan1; CID+14679
6B36 E0100; Adobe-Japan1; CID+21819
6B37 E0100; Adobe-Japan1; CID+5335
6B38 E0100; Adobe-Japan1; CID+5334
6B39 E0100; Adobe-Japan1; CID+5337
6B3A E0100; Adobe-Japan1; CID+1623
6B3B E0100; Adobe-Japan1; CID+19474
6B3D E0100; Adobe-Japan1; CID+1742
6B3E E0100; Adobe-Japan1; CID+1530
6B3F E0100; Adobe-Japan1; CID+19475
6B3F E0101; Hanyo-Denshi; JB3780
6B3F E0101; Moji_Joho; MJ014780
6B3F E0102; Hanyo-Denshi; JTB3D8
6B3F E0102; Moji_Joho; MJ059754
6B43 E0100; Adobe-Japan1; CID+5340
6B46 E0100; Adobe-Japan1; CID+14680
6B46 E0101; Hanyo-Denshi; JB3781
6B46 E0101; Moji_Joho; MJ014787
6B46 E0102; Hanyo-Denshi; KS183370
6B46 E0102; Moji_Joho; MJ014788
6B47 E0100; Adobe-Japan1; CID+5339
6B47 E0101; Hanyo-Denshi; JA6128
6B47 E0101; Moji_Joho; MJ014790
6B47 E0102; Hanyo-Denshi; FT2266
6B47 E0102; Moji_Joho; MJ014789
6B49 E0100; Adobe-Japan1; CID+5341
6B49 E0101; Hanyo-Denshi; JA6130
6B49 E0101; Moji_Joho; MJ014792
6B49 E0102; Hanyo-Denshi; FT2267
6B49 E0102; Moji_Joho; MJ014793
6B4A E0100; Adobe-Japan1; CID+17889
6B4C E0100; Adobe-Japan1; CID+1358
6B4D E0100; Adobe-Japan1; CID+21820
6B4E E0100; Adobe-Japan1; CID+2933
6B4E E0101; Adobe-Japan1; CID+13915
6B4E E0102; Hanyo-Denshi; JA3523
6B4E E0102; Moji_Joho; MJ014798
6B4E E0103; Hanyo-Denshi; FT2916
6B4E E0103; Moji_Joho; MJ014799
6B4E E0104; Hanyo-Denshi; KS183640
6B4E E0104; Moji_Joho; MJ057884
6B50 E0100; Adobe-Japan1; CID+5342
6B50 E0101; Hanyo-Denshi; JA6131
6B50 E0101; Moji_Joho; MJ014801
6B50 E0102; Hanyo-Denshi; KS183890
6B50 E0102; Moji_Joho; MJ014802
6B52 E0100; Adobe-Japan1; CID+21821
6B53 E0100; Adobe-Japan1; CID+1531
6B54 E0100; Adobe-Japan1; CID+5344
6B54 E0101; Hanyo-Denshi; JA6133
6B54 E0101; Moji_Joho; MJ014807
6B54 E0102; Hanyo-Denshi; FT2269
6B54 E0102; Moji_Joho; MJ014806
6B55 E0100; Hanyo-Denshi; KS184020
6B55 E0100; Moji_Joho; MJ014808
6B55 E0101; Hanyo-Denshi; KS184120
6B55 E0101; Moji_Joho; MJ014809
6B56 E0100; Adobe-Japan1; CID+14681
6B58 E0100; Adobe-Japan1; CID+17890
6B59 E0100; Adobe-Japan1; CID+5343
6B59 E0101; Hanyo-Denshi; JA6132
6B59 E0101; Moji_Joho; MJ014813
6B59 E0102; Hanyo-Denshi; FT2268
6B59 E0102; Moji_Joho; MJ014814
6B5B E0100; Adobe-Japan1; CID+5345
6B5D E0100; Adobe-Japan1; CID+21822
6B5F E0100; Adobe-Japan1; CID+5346
6B60 E0100; Adobe-Japan1; CID+14682
6B61 E0100; Adobe-Japan1; CID+5347
6B61 E0101; Hanyo-Denshi; JA6136
6B61 E0101; Moji_Joho; MJ014821
6B61 E0102; Hanyo-Denshi; KS184400
6B61 E0102; Moji_Joho; MJ014822
6B61 E0103; Hanyo-Denshi; TK01047420
6B62 E0100; Adobe-Japan1; CID+2221
6B62 E0101; Hanyo-Denshi; JA2763
6B62 E0101; Moji_Joho; MJ014823
6B62 E0102; Hanyo-Denshi; KS184490
6B62 E0102; Moji_Joho; MJ014824
6B63 E0100; Adobe-Japan1; CID+2649
6B64 E0100; Adobe-Japan1; CID+2065
6B65 E0100; Adobe-Japan1; CID+13386
6B66 E0100; Adobe-Japan1; CID+3554
6B67 E0100; Adobe-Japan1; CID+16922
6B69 E0100; Adobe-Japan1; CID+3634
6B6A E0100; Adobe-Japan1; CID+4074
6B6B E0100; Adobe-Japan1; CID+21823
6B6C E0100; Adobe-Japan1; CID+17891
6B6E E0100; Adobe-Japan1; CID+21824
6B6F E0100; Adobe-Japan1; CID+2243
6B6F E0101; Hanyo-Denshi; JA2785
6B6F E0101; Moji_Joho; MJ014837
6B6F E0102; Hanyo-Denshi; KS549120
6B6F E0102; Moji_Joho; MJ059281
6B70 E0100; Adobe-Japan1; CID+21825
6B70 E0101; Hanyo-Denshi; JB3792
6B70 E0101; Moji_Joho; MJ014838
6B70 E0102; Hanyo-Denshi; KS185370
6B70 E0102; Moji_Joho; MJ014839
6B70 E0103; Hanyo-Denshi; KS185430
6B70 E0103; Moji_Joho; MJ057898
6B72 E0100; Adobe-Japan1; CID+13785
6B72 E0101; Hanyo-Denshi; IP6B72
6B72 E0101; Moji_Joho; MJ014842
6B72 E0102; Hanyo-Denshi; JTB3E5
6B72 E0102; Moji_Joho; MJ014843
6B72 E0103; Hanyo-Denshi; KS185510
6B72 E0103; Moji_Joho; MJ057899
6B72 E0104; Moji_Joho; MJ014841
6B72 E0105; Moji_Joho; MJ057897
6B73 E0100; Adobe-Japan1; CID+2112
6B73 E0101; Hanyo-Denshi; JA2648
6B73 E0101; Moji_Joho; MJ014844
6B73 E0102; Hanyo-Denshi; JTB3E1
6B73 E0103; Hanyo-Denshi; JTB3E6S
6B73 E0103; Moji_Joho; MJ059760
6B74 E0100; Adobe-Japan1; CID+4026
6B75 E0100; Adobe-Japan1; CID+17892
6B77 E0100; Adobe-Japan1; CID+13398
6B78 E0100; Adobe-Japan1; CID+5348
6B78 E0101; Hanyo-Denshi; JA6137
6B78 E0101; Moji_Joho; MJ014849
6B78 E0102; Hanyo-Denshi; FT2270
6B78 E0102; Moji_Joho; MJ014850
6B79 E0100; Adobe-Japan1; CID+5349
6B7A E0100; Adobe-Japan1; CID+17893
6B7B E0100; Adobe-Japan1; CID+2222
6B7B E0101; Hanyo-Denshi; JA2764
6B7B E0102; Hanyo-Denshi; KS185820
6B7D E0100; Adobe-Japan1; CID+19476
6B7E E0100; Adobe-Japan1; CID+19477
6B7F E0100; Adobe-Japan1; CID+5350
6B80 E0100; Adobe-Japan1; CID+5351
6B81 E0100; Adobe-Japan1; CID+17894
6B82 E0100; Adobe-Japan1; CID+14683
6B83 E0100; Adobe-Japan1; CID+5353
6B84 E0100; Adobe-Japan1; CID+5352
6B85 E0100; Adobe-Japan1; CID+21826
6B86 E0100; Adobe-Japan1; CID+3718
6B89 E0100; Adobe-Japan1; CID+2408
6B8A E0100; Adobe-Japan1; CID+2328
6B8B E0100; Adobe-Japan1; CID+2194
6B8D E0100; Adobe-Japan1; CID+5354
6B8D E0101; Hanyo-Denshi; JA6143
6B8D E0101; Moji_Joho; MJ014869
6B8D E0102; Hanyo-Denshi; FT2271
6B8D E0102; Moji_Joho; MJ014870
6B95 E0100; Adobe-Japan1; CID+5356
6B96 E0100; Adobe-Japan1; CID+2537
6B96 E0101; Adobe-Japan1; CID+13846
6B97 E0100; Adobe-Japan1; CID+21827
6B98 E0100; Adobe-Japan1; CID+5355
6B9B E0100; Adobe-Japan1; CID+17895
6B9E E0100; Adobe-Japan1; CID+5357
6B9F E0100; Adobe-Japan1; CID+21828
6B9F E0101; Hanyo-Denshi; JB3806
6B9F E0101; Moji_Joho; MJ014885
6B9F E0102; Hanyo-Denshi; KS187460
6B9F E0102; Moji_Joho; MJ057909
6BA0 E0100; Adobe-Japan1; CID+21829
6BA2 E0100; Adobe-Japan1; CID+21830
6BA3 E0100; Adobe-Japan1; CID+21831
6BA4 E0100; Adobe-Japan1; CID+5358
6BA8 E0100; Adobe-Japan1; CID+21832
6BA9 E0100; Adobe-Japan1; CID+16923
6BA9 E0101; Hanyo-Denshi; JB3811
6BA9 E0101; Moji_Joho; MJ014894
6BA9 E0102; Hanyo-Denshi; JC8639
6BA9 E0102; Moji_Joho; MJ014895
6BAA E0100; Adobe-Japan1; CID+5359
6BAB E0100; Adobe-Japan1; CID+5360
6BAC E0100; Adobe-Japan1; CID+21833
6BAD E0100; Adobe-Japan1; CID+16924
6BAE E0100; Adobe-Japan1; CID+17896
6BAF E0100; Adobe-Japan1; CID+5361
6BAF E0101; Hanyo-Denshi; JA6150
6BAF E0101; Moji_Joho; MJ014901
6BAF E0102; Hanyo-Denshi; FT2272S
6BAF E0102; Moji_Joho; MJ014903
6BAF E0103; Moji_Joho; MJ014902
6BB0 E0100; Adobe-Japan1; CID+19478
6BB0 E0101; Hanyo-Denshi; JB3815
6BB0 E0101; Moji_Joho; MJ014904
6BB0 E0102; Hanyo-Denshi; JTB3F0
6BB0 E0102; Moji_Joho; MJ014905
6BB1 E0100; Adobe-Japan1; CID+5363
6BB2 E0100; Adobe-Japan1; CID+5362
6BB3 E0100; Adobe-Japan1; CID+5364
6BB3 E0101; Hanyo-Denshi; JA6153
6BB3 E0101; Moji_Joho; MJ014908
6BB3 E0102; Hanyo-Denshi; KS188360
6BB3 E0102; Moji_Joho; MJ014909
6BB4 E0100; Adobe-Japan1; CID+1317
6BB5 E0100; Adobe-Japan1; CID+2952
6BB7 E0100; Adobe-Japan1; CID+5365
6BB8 E0100; Adobe-Japan1; CID+21834
6BB8 E0101; Hanyo-Denshi; JB3816
6BB8 E0101; Moji_Joho; MJ014914
6BB8 E0102; Hanyo-Denshi; KS188570
6BB8 E0102; Moji_Joho; MJ057918
6BB9 E0100; Adobe-Japan1; CID+21835
6BBA E0100; Adobe-Japan1; CID+13344
6BBA E0101; Adobe-Japan1; CID+2164
6BBA E0102; Hanyo-Denshi; JA2706
6BBA E0103; Hanyo-Denshi; JC8641
6BBB E0100; Adobe-Japan1; CID+1450
6BBB E0101; Adobe-Japan1; CID+13424
6BBB E0102; Moji_Joho; MJ014917
6BBB E0103; Moji_Joho; MJ014918
6BBC E0100; Adobe-Japan1; CID+5366
6BBC E0101; Moji_Joho; MJ014919
6BBC E0102; Moji_Joho; MJ014920
6BBD E0100; Adobe-Japan1; CID+17898
6BBE E0100; Adobe-Japan1; CID+14684
6BBF E0100; Adobe-Japan1; CID+3132
6BC0 E0100; Adobe-Japan1; CID+4509
6BC3 E0100; Adobe-Japan1; CID+21836
6BC4 E0100; Adobe-Japan1; CID+21837
6BC5 E0100; Adobe-Japan1; CID+1597
6BC6 E0100; Adobe-Japan1; CID+5367
6BC6 E0101; Hanyo-Denshi; JA6156
6BC6 E0101; Moji_Joho; MJ014929
6BC6 E0102; Hanyo-Denshi; KS189140
6BC6 E0102; Moji_Joho; MJ014930
6BC7 E0100; Adobe-Japan1; CID+17899
6BC8 E0100; Adobe-Japan1; CID+17900
6BC9 E0100; Adobe-Japan1; CID+17901
6BCB E0100; Adobe-Japan1; CID+5368
6BCB E0101; Hanyo-Denshi; JA6157
6BCB E0102; Hanyo-Denshi; TK01047990
6BCC E0100; Adobe-Japan1; CID+14148
6BCD E0100; Adobe-Japan1; CID+3644
6BCE E0100; Adobe-Japan1; CID+3734
6BCF E0100; Adobe-Japan1; CID+13388
6BD2 E0100; Adobe-Japan1; CID+3231
6BD2 E0101; Hanyo-Denshi; JA3839
6BD2 E0101; Moji_Joho; MJ014943
6BD2 E0102; Hanyo-Denshi; KS189680
6BD2 E0102; Moji_Joho; MJ057930
6BD3 E0100; Adobe-Japan1; CID+5369
